Date,Open,High,Low,Close,Adj Close,Volume
2014-12-31,12.262229,12.324952,12.230868,12.324952,10.589365,9519724
2015-01-05,12.293591,12.324952,11.979979,12.136785,10.427696,7995548
2015-01-06,11.979979,12.011340,11.823173,11.854534,10.185191,24020125
2015-01-07,11.854534,11.948617,11.854534,11.854534,10.185191,9094039
2015-01-08,12.042701,12.105423,11.917256,12.105423,10.400750,12373569
2015-01-09,12.136785,12.168146,12.042701,12.168146,10.454640,6686605
2015-01-12,12.136785,12.136785,12.011340,12.105423,10.400750,4132494
2015-01-13,12.074062,12.230868,12.074062,12.230868,10.508530,8933012
2015-01-14,12.230868,12.230868,12.136785,12.199507,10.481586,13700048
2015-01-15,12.168146,12.230868,12.042701,12.042701,10.346860,13366834
2015-01-16,12.011340,12.011340,11.823173,11.885895,10.212135,19677179
2015-01-19,11.917256,11.979979,11.791811,11.885895,10.212135,12936366
2015-01-20,11.917256,11.948617,11.791811,11.823173,10.158245,15877899
2015-01-21,11.917256,11.948617,11.854534,11.948617,10.266025,12169495
2015-01-22,11.917256,12.011340,11.854534,11.948617,10.266025,17687459
2015-01-23,12.042701,12.042701,11.917256,11.948617,10.266025,14867095
2015-01-26,11.948617,11.948617,11.854534,11.917256,10.239080,17848486
2015-01-27,11.979979,12.042701,11.917256,12.042701,10.346860,13397126
2015-01-28,11.979979,12.074062,11.948617,12.074062,10.373805,10090493
2015-01-29,12.074062,12.136785,11.948617,12.042701,10.346860,14967538
2015-01-30,12.042701,12.168146,12.011340,12.168146,10.454640,18680725
2015-02-02,12.042701,12.199507,12.011340,12.199507,10.481586,10831855
2015-02-03,12.199507,12.262229,12.168146,12.262229,10.535475,11495095
2015-02-04,12.293591,12.324952,12.230868,12.324952,10.589365,24342179
2015-02-05,12.324952,12.324952,12.168146,12.293591,10.562421,5181561
2015-02-06,12.230868,12.230868,12.136785,12.199507,10.481586,10917948
2015-02-09,12.168146,12.168146,12.105423,12.136785,10.427696,6763133
2015-02-10,12.136785,12.293591,12.136785,12.293591,10.562421,10666045
2015-02-11,12.293591,12.293591,12.199507,12.293591,10.562421,9046209
2015-02-12,12.293591,12.293591,12.230868,12.293591,10.562421,7537976
2015-02-13,12.293591,12.356313,12.262229,12.324952,10.589365,20200118
2015-02-24,12.356313,12.419035,12.324952,12.387674,10.643254,20319693
2015-02-25,12.419035,12.450397,12.324952,12.387674,10.643254,16785070
2015-02-26,12.387674,12.419035,12.262229,12.293591,10.562421,19007562
2015-03-02,12.293591,12.324952,12.105423,12.168146,10.454640,18577094
2015-03-03,12.136785,12.230868,12.074062,12.168146,10.454640,23175132
2015-03-04,12.168146,12.324952,12.136785,12.324952,10.589365,16872758
2015-03-05,12.324952,12.324952,12.105423,12.105423,10.400750,14294732
2015-03-06,12.105423,12.199507,12.105423,12.136785,10.427696,13805274
2015-03-09,12.074062,12.105423,11.979979,12.042701,10.346860,18766818
2015-03-10,12.011340,12.074062,11.948617,12.011340,10.319915,25690979
2015-03-11,11.979979,12.011340,11.917256,11.917256,10.239080,20542898
2015-03-12,11.948617,12.168146,11.948617,12.136785,10.427696,23242093
2015-03-13,12.168146,12.230868,12.105423,12.136785,10.427696,21400646
2015-03-16,12.168146,12.262229,12.105423,12.136785,10.427696,36172082
2015-03-17,12.105423,12.105423,11.917256,12.011340,10.319915,62824441
2015-03-18,11.948617,12.042701,11.948617,11.979979,10.292972,32517886
2015-03-19,12.042701,12.074062,12.011340,12.042701,10.346860,28272194
2015-03-20,12.011340,12.074062,11.979979,12.074062,10.373805,34234976
2015-03-23,12.105423,12.136785,12.011340,12.074062,10.373805,48003580
2015-03-24,12.074062,12.105423,12.011340,12.042701,10.346860,36082800
2015-03-25,12.042701,12.074062,11.948617,12.011340,10.319915,33610000
2015-03-26,11.979979,12.011340,11.948617,11.979979,10.292972,22693645
2015-03-27,12.011340,12.011340,11.917256,11.917256,10.239080,32699639
2015-03-30,11.948617,12.074062,11.917256,11.948617,10.266025,24747138
2015-03-31,12.011340,12.074062,11.917256,12.011340,10.319915,37873229
2015-04-01,12.042701,12.074062,11.979979,12.042701,10.346860,21751398
2015-04-02,12.074062,12.105423,12.011340,12.042701,10.346860,10128757
2015-04-07,12.074062,12.199507,12.074062,12.168146,10.454640,21776907
2015-04-08,12.168146,12.168146,12.074062,12.105423,10.400750,12925206
2015-04-09,12.136785,12.199507,12.105423,12.199507,10.481586,19192504
2015-04-10,12.230868,12.230868,12.011340,12.042701,10.346860,27127467
2015-04-13,12.042701,12.105423,11.979979,12.074062,10.373805,21083375
2015-04-14,12.074062,12.105423,12.042701,12.074062,10.373805,20751755
2015-04-15,12.042701,12.105423,11.948617,11.979979,10.292972,34644718
2015-04-16,12.011340,12.074062,11.948617,12.074062,10.373805,47515717
2015-04-17,12.074062,12.136785,12.042701,12.042701,10.346860,16832900
