Date,Open,High,Low,Close,Adj Close,Volume
2014-12-31,26.345873,26.887226,26.345873,26.345873,20.337299,493762
2015-01-05,26.345873,26.706776,26.075195,26.165421,20.198002,339149
2015-01-06,25.984970,25.984970,25.714293,25.714293,19.849758,243833
2015-01-07,25.714293,25.984970,25.624067,25.624067,19.780111,193958
2015-01-08,25.624067,25.894745,25.443617,25.533842,19.710463,203933
2015-01-09,25.533842,25.804520,25.533842,25.533842,19.710463,177333
2015-01-12,25.533842,25.714293,25.533842,25.714293,19.849758,207812
2015-01-13,25.624067,25.804520,25.533842,25.804520,19.919409,211691
2015-01-14,25.624067,25.624067,25.443617,25.443617,19.640814,249374
2015-01-15,25.263165,25.443617,24.902264,25.263165,19.501518,388470
2015-01-16,24.902264,25.443617,24.090233,24.992489,19.292574,994174
2015-01-19,24.992489,24.992489,24.541361,24.541361,18.944332,294816
2015-01-20,24.541361,24.992489,24.541361,24.721811,19.083630,154058
2015-01-21,24.812037,24.812037,24.631586,24.631586,19.013983,173454
2015-01-22,24.992489,24.992489,24.721811,24.721811,19.083630,179549
2015-01-23,24.721811,24.902264,24.541361,24.721811,19.083630,191187
2015-01-26,24.721811,24.812037,24.541361,24.631586,19.013983,223329
2015-01-27,24.631586,24.812037,24.360909,24.631586,19.013983,144637
2015-01-28,24.541361,24.721811,24.541361,24.541361,18.944332,71487
2015-01-29,24.541361,24.631586,24.360909,24.631586,19.013983,190633
2015-01-30,24.902264,24.902264,24.541361,24.541361,18.944332,205595
2015-02-02,24.451136,24.541361,24.360909,24.360909,18.805035,77583
2015-02-03,24.631586,24.631586,24.270683,24.270683,18.735386,208920
2015-02-04,24.541361,24.812037,24.270683,24.360909,18.805035,315874
2015-02-05,24.451136,24.451136,24.270683,24.270683,18.735386,42670
2015-02-06,24.270683,24.360909,24.000008,24.180458,18.665737,172345
2015-02-09,24.000008,24.270683,23.909781,24.180458,18.665737,162370
2015-02-10,24.180458,24.541361,24.180458,24.360909,18.805035,293154
2015-02-11,24.541361,25.082714,24.360909,24.631586,19.013983,363533
2015-02-12,24.631586,25.172939,24.631586,24.902264,19.222927,289829
2015-02-13,25.263165,25.984970,24.992489,25.804520,19.919409,895533
2015-02-24,26.436098,26.436098,25.263165,25.263165,19.501518,321416
2015-02-25,25.263165,25.714293,25.082714,25.263165,19.501518,196174
2015-02-26,25.263165,25.443617,25.172939,25.263165,19.501518,193958
2015-03-02,25.353392,25.714293,25.172939,25.353392,19.571167,277083
2015-03-03,25.353392,25.894745,25.353392,25.533842,19.710463,299804
2015-03-04,25.443617,25.624067,25.172939,25.263165,19.501518,168466
2015-03-05,25.353392,25.714293,25.263165,25.263165,19.501518,253254
2015-03-06,25.263165,25.804520,25.172939,25.443617,19.640814,231087
2015-03-09,25.714293,25.894745,25.263165,25.353392,19.571167,350233
2015-03-10,25.353392,25.714293,25.172939,25.443617,19.640814,187862
2015-03-11,25.443617,25.533842,25.172939,25.353392,19.571167,198391
2015-03-12,25.353392,25.714293,25.263165,25.533842,19.710463,238291
2015-03-13,25.624067,25.624067,25.353392,25.353392,19.571167,170683
